Publication,Author,Type,Byline articles,+Probable (bal),Total (bal),Mean sentiment,Years
Relief Society Magazine,Edith E. Anderson,Full name,4,0,4,0.164,1932–1936
Relief Society Magazine,Edna J. Gardiner,Full name,4,0,4,0.142,1935–1937
Relief Society Magazine,Eleanor Jorgensen,Full name,4,0,4,0.033,1967–1967
Relief Society Magazine,F. Hase,Full name,4,0,4,0.083,1936–1963
Relief Society Magazine,F. Maxwell,Full name,4,0,4,0.029,1963–1964
Relief Society Magazine,F. Welch,Full name,4,0,4,0.062,1963–1970
Relief Society Magazine,G. Romney,Full name,4,0,4,0.067,1963–1969
Relief Society Magazine,G. Spencer,Full name,4,0,4,0.101,1964–1970
Relief Society Magazine,George Albert Smith,Full name,4,0,4,0.089,1932–1950
Relief Society Magazine,Grace A. Woodbury,Full name,4,0,4,0.037,1928–1948
Relief Society Magazine,H. Trutton,Full name,4,0,4,0.074,1965–1969
Relief Society Magazine,Henry D. Moyle,Full name,4,0,4,0.06,1947–1960
Relief Society Magazine,Hinckley Jones,Full name,4,0,4,0.07,1963–1965
Relief Society Magazine,Ivie H. Jones,Full name,4,0,4,0.069,1947–1949
Relief Society Magazine,J. Brown,Full name,4,0,4,0.059,1967–1970
Relief Society Magazine,Jennie Brimhall Knight,Full name,4,0,4,0.121,1929–1952
Relief Society Magazine,Jo Adelaide Stock,Full name,4,0,4,0.072,1945–1949
Relief Society Magazine,Joseph Jacobs,Full name,4,0,4,0.065,1947–1948
Relief Society Magazine,June F. Krambule,Full name,4,0,4,0.091,1965–1970
Relief Society Magazine,K. Todd,Full name,4,0,4,0.017,1963–1970
Relief Society Magazine,Kate Richards,Full name,4,0,4,0.086,1951–1955
Relief Society Magazine,Lettie B. H. Rich,Full name,4,0,4,0.159,1932–1935
Relief Society Magazine,Lizabeth Wall,Full name,4,0,4,0.03,1947–1954
Relief Society Magazine,Lucy Grant Cannon,Full name,4,0,4,0.067,1938–1949
Relief Society Magazine,M. Thompson,Full name,4,0,4,0.069,1934–1967
Relief Society Magazine,Margaret B. Jorgensen,Full name,4,0,4,0.082,1965–1970
Relief Society Magazine,Margaret Read,Full name,4,0,4,0.083,1968–1969
Relief Society Magazine,Margaret Woods,Full name,4,0,4,0.013,1964–1968
Relief Society Magazine,Martin Smith,Full name,4,0,4,0.066,1963–1968
Relief Society Magazine,Mary A. S. Winters,Full name,4,0,4,0.041,1917–1917
Relief Society Magazine,N. Blanchard,Full name,4,0,4,0.071,1968–1969
Relief Society Magazine,Nan S. Richardson,Full name,4,0,4,0.095,1946–1949
Relief Society Magazine,National Council Of Women,Full name,4,0,4,0.044,1923–1930
Relief Society Magazine,Nephi Jensen,Full name,4,0,4,0.086,1932–1937
Relief Society Magazine,Nickerson Fairbairn,Full name,4,0,4,0.031,1967–1968
Relief Society Magazine,P. Haymond,Full name,4,0,4,0.057,1955–1966
Relief Society Magazine,R. Jennings,Full name,4,0,4,0.053,1968–1970
Relief Society Magazine,R. Olson,Full name,4,0,4,0.05,1968–1970
Relief Society Magazine,R. Scott,Full name,4,0,4,0.042,1963–1970
Relief Society Magazine,Rosa Shurtz,Full name,4,0,4,0.023,1965–1966
Relief Society Magazine,Ruth K. Kent,Full name,4,0,4,0.056,1953–1955
Relief Society Magazine,Ruth Partridge Richan,Full name,4,0,4,0.034,1930–1949
Relief Society Magazine,Sadie Ollorton Clark,Full name,4,0,4,0.046,1936–1949
Relief Society Magazine,Smith James L. Barker,Full name,4,0,4,0.029,1934–1934
Relief Society Magazine,Susa Gould Walker,Full name,4,0,4,0.076,1948–1962
Relief Society Magazine,T. Grimm,Full name,4,0,4,-0.015,1963–1965
Relief Society Magazine,Vilate R. Mcallister,Full name,4,0,4,0.036,1933–1966
Relief Society Magazine,Virginia B. Jacobsen,Full name,4,0,4,0.02,1936–1936
Relief Society Magazine,W. Buehner,Full name,4,0,4,0.095,1954–1970
Relief Society Magazine,W. Hill,Full name,4,0,4,0.075,1964–1967
Relief Society Magazine,Zola Mcghie,Full name,4,0,4,0.061,1967–1968
Relief Society Magazine,A. Hamer Reiser,Full name,3,0,3,0.086,1938–1959
Relief Society Magazine,A. Wrathall,Full name,3,0,3,0.03,1965–1969
Relief Society Magazine,Alfred Lambourne,Full name,3,0,3,0.035,1916–1917
Relief Society Magazine,Alice Willardson,Full name,3,0,3,0.054,1966–1968
Relief Society Magazine,Amy Viau,Full name,3,0,3,0.04,1953–1959
Relief Society Magazine,Angelyn W. Wadley,Full name,3,0,3,0.045,1952–1953
Relief Society Magazine,Ann Jarvis,Full name,3,0,3,0.068,1932–1937
Relief Society Magazine,Anna B. Hart,Full name,3,0,3,0.005,1938–1963
Relief Society Magazine,Augusta Winters Grant,Full name,3,0,3,0.206,1946–1948
Relief Society Magazine,B. Bailey,Full name,3,0,3,0.027,1964–1967
Relief Society Magazine,B. Cecil Gates,Full name,3,0,3,0.095,1915–1940
Relief Society Magazine,B. Maughan,Full name,3,0,3,0.041,1961–1970
Relief Society Magazine,B. Morris,Full name,3,0,3,0.055,1939–1963
Relief Society Magazine,B. Walch,Full name,3,0,3,0.076,1965–1967
Relief Society Magazine,Barker Wilson,Full name,3,0,3,0.205,1965–1968
Relief Society Magazine,Bernice Stookey Linford,Full name,3,0,3,0.032,1948–1950
Relief Society Magazine,C. Clough,Full name,3,0,3,0.094,1969–1970
Relief Society Magazine,C. Fox,Full name,3,0,3,0.093,1946–1970
Relief Society Magazine,C. Williams,Full name,3,0,3,0.074,1963–1966
Relief Society Magazine,Camilla Woodbury Judd,Full name,3,0,3,0.048,1929–1959
Relief Society Magazine,Clarissa Smith Williams,Full name,3,0,3,0.014,1918–1921
Relief Society Magazine,Cora Carver Richie,Full name,3,0,3,0.051,1930–1935
Relief Society Magazine,Cottam Walker,Full name,3,0,3,0.087,1966–1967
Relief Society Magazine,D. Taylor,Full name,3,0,3,0.038,1960–1969
Relief Society Magazine,Dott J. Sartori,Full name,3,0,3,0.024,1942–1945
Relief Society Magazine,Ek Knowles,Full name,3,0,3,0.015,1964–1970
Relief Society Magazine,Elaine Swain,Full name,3,0,3,0.082,1948–1953
Relief Society Magazine,Eldon Tanner,Full name,3,0,3,0.135,1963–1967
Relief Society Magazine,Elsie F. Parton,Full name,3,0,3,0.068,1946–1964
Relief Society Magazine,Elsie Scott,Full name,3,0,3,0.026,1954–1955
Relief Society Magazine,Elzada C. Brinkerhoff,Full name,3,0,3,0.032,1933–1934
Relief Society Magazine,Emily Carey Alleman,Full name,3,0,3,0.083,1953–1954
Relief Society Magazine,Emma A. Hanks,Full name,3,0,3,0.069,1959–1961
Relief Society Magazine,Fae Decker Dix,Full name,3,0,3,0.056,1935–1945
Relief Society Magazine,Fielding Smith,Full name,3,0,3,0.066,1963–1966
Relief Society Magazine,Florence B. Dunford,Full name,3,0,3,0.047,1953–1957
Relief Society Magazine,Florence S. Jacobsen,Full name,3,0,3,0.064,1951–1960
Relief Society Magazine,Franklin S. Harris,Full name,3,0,3,0.045,1927–1939
Relief Society Magazine,G. Williams,Full name,3,0,3,0.089,1967–1967
Relief Society Magazine,George P. Voss,Full name,3,0,3,0.048,1962–1970
Relief Society Magazine,Grace A. Cooper,Full name,3,0,3,0.087,1944–1945
Relief Society Magazine,Grace B. Wilson,Full name,3,0,3,0.065,1950–1969
Relief Society Magazine,Gubler Sabin,Full name,3,0,3,0.035,1964–1965
Relief Society Magazine,H. Kingsbury,Full name,3,0,3,0.004,1963–1964
Relief Society Magazine,H. Sadleir,Full name,3,0,3,0.05,1958–1970
Relief Society Magazine,Helen H. Trutton,Full name,3,0,3,0.04,1959–1969
Relief Society Magazine,Helen Martin,Full name,3,0,3,0.025,1939–1951
Relief Society Magazine,Helen S. Williams,Full name,3,0,3,0.082,1955–1958
Relief Society Magazine,Hill Arnold,Full name,3,0,3,0.03,1968–1970
Relief Society Magazine,Home Park,Full name,3,0,3,0.163,1954–1966
Relief Society Magazine,Ida A. Isaacson,Full name,3,0,3,0.025,1965–1966
Relief Society Magazine,Iris Schow,Full name,3,0,3,0.026,1942–1967
Relief Society Magazine,J. Jensen,Full name,3,0,3,0.13,1935–1969
Relief Society Magazine,James E. Talmage,Full name,3,0,3,0.055,1933–1959
Relief Society Magazine,James L. Barker,Full name,3,0,3,0.065,1923–1930
Relief Society Magazine,Jennie B. Knight,Full name,3,0,3,0.047,1929–1945
Relief Society Magazine,Jensen Bills,Full name,3,0,3,0.039,1964–1969
Relief Society Magazine,Jody Shields,Full name,3,0,3,0.009,1966–1968
Relief Society Magazine,Joseph F. Merrill,Full name,3,0,3,0.099,1932–1933
Relief Society Magazine,Joseph F. Smith,Full name,3,0,3,0.015,1915–1919
Relief Society Magazine,Joseph H. Dean,Full name,3,0,3,0.004,1922–1933
Relief Society Magazine,Joseph L. Wirthlin,Full name,3,0,3,0.081,1943–1952
Relief Society Magazine,Julina B. Green,Full name,3,0,3,0.017,1932–1933
Relief Society Magazine,K. Smith,Full name,3,0,3,0.02,1960–1963
Relief Society Magazine,Lais V. Hales,Full name,3,0,3,0.079,1930–1930
Relief Society Magazine,Larsen Luce,Full name,3,0,3,0.079,1961–1965
Relief Society Magazine,Lela Foster Morris,Full name,3,0,3,0.107,1962–1963
Relief Society Magazine,Leland H. Creer,Full name,3,0,3,0.014,1944–1944
Relief Society Magazine,Lenora Hansen,Full name,3,0,3,-0.015,1965–1967
Relief Society Magazine,Leona Bammes Gardner,Full name,3,0,3,0.048,1947–1953
Relief Society Magazine,Leslie Savage Clark,Full name,3,0,3,0.083,1957–1963
Relief Society Magazine,Lessons Available,Full name,3,0,3,0.027,1964–1965
Relief Society Magazine,Lou Martin,Full name,3,0,3,0.045,1961–1965
Relief Society Magazine,Lowry Nelson,Full name,3,0,3,-0,1926–1929
Relief Society Magazine,Luella N. Adams,Full name,3,0,3,0.107,1940–1953
Relief Society Magazine,Luke Anderson,Full name,3,0,3,0.052,1963–1970
Relief Society Magazine,M. Lynn Bennion,Full name,3,0,3,0.026,1936–1946
Relief Society Magazine,Marian Gardner Nielson,Full name,3,0,3,0.075,1959–1969
Relief Society Magazine,Mary G. Judd,Full name,3,0,3,0.11,1940–1950
Relief Society Magazine,Mckay Ashton,Full name,3,0,3,0.052,1957–1967
Relief Society Magazine,Merling Clyde,Full name,3,0,3,0.13,1929–1932
Relief Society Magazine,Olga Milius,Full name,3,0,3,0.104,1968–1970
Relief Society Magazine,Oliver K. Meservy,Full name,3,0,3,0.102,1923–1947
Relief Society Magazine,Ouida Johns Pedersen,Full name,3,0,3,0.051,1953–1962
Relief Society Magazine,Pate Stewart,Full name,3,0,3,0.088,1963–1966
Relief Society Magazine,Pauline M. Bell,Full name,3,0,3,0.089,1961–1965
Relief Society Magazine,R. Holden,Full name,3,0,3,0.067,1965–1966
Relief Society Magazine,R. Miltenberger,Full name,3,0,3,0.055,1969–1970
Relief Society Magazine,R. Perry,Full name,3,0,3,0.09,1968–1968
Relief Society Magazine,R. Winters,Full name,3,0,3,0.049,1957–1970
Relief Society Magazine,R. Young,Full name,3,0,3,0.124,1962–1968
Relief Society Magazine,Rachel Grant Taylor,Full name,3,0,3,0.084,1924–1947
Relief Society Magazine,Ranae Gledhill,Full name,3,0,3,0.066,1964–1967
Relief Society Magazine,Renie H. Littlewood,Full name,3,0,3,0.054,1947–1954
Relief Society Magazine,Richard L. Evans,Full name,3,0,3,0.044,1943–1953
Relief Society Magazine,Richard R. Lyman,Full name,3,0,3,0.13,1932–1943
Relief Society Magazine,Rosannah Cannon,Full name,3,0,3,0.012,1932–1933
Relief Society Magazine,Rosannah Cannon Irvine,Full name,3,0,3,0.047,1947–1969
Relief Society Magazine,Rosella F. Larkin,Full name,3,0,3,0.094,1946–1951
Relief Society Magazine,Ruth Moody Ostegar,Full name,3,0,3,0.024,1942–1955
Relief Society Magazine,S. Glines,Full name,3,0,3,0.074,1957–1963
Relief Society Magazine,S. Mendenhall,Full name,3,0,3,0.066,1958–1968
Relief Society Magazine,S. Monson,Full name,3,0,3,0.066,1957–1967
Relief Society Magazine,Susan T. Jennings,Full name,3,0,3,0.117,1925–1952
Relief Society Magazine,T. Alvord,Full name,3,0,3,0.062,1966–1969
Relief Society Magazine,The Home,Full name,3,0,3,0.056,1963–1963
Relief Society Magazine,Ursula King Bell,Full name,3,0,3,0.09,1963–1963
Relief Society Magazine,Vernessa M. Nagle,Full name,3,0,3,0.076,1933–1959
Relief Society Magazine,Vilate Elliot,Full name,3,0,3,0.016,1925–1935
Relief Society Magazine,W. Peterson,Full name,3,0,3,0.085,1937–1968
Relief Society Magazine,Zera Wilde Earl,Full name,3,0,3,0.027,1951–1953
Relief Society Magazine,1 Dorothy S. Romney,Full name,2,0,2,0.029,1954–1957
Relief Society Magazine,A. Badger,Full name,2,0,2,0.062,1933–1968
Relief Society Magazine,Adelle Ashby,Full name,2,0,2,0.011,1964–1965
Relief Society Magazine,Aleine M. Young,Full name,2,0,2,0.061,1953–1955
Relief Society Magazine,Alma Sonne,Full name,2,0,2,0.056,1946–1950
Relief Society Magazine,Alpha Eldredge Smoot,Full name,2,0,2,0.045,1928–1929
Relief Society Magazine,Amy Mcclure,Full name,2,0,2,-0.033,1916–1929
Relief Society Magazine,Anderson Kleinman,Full name,2,0,2,0.094,1969–1969
Relief Society Magazine,Anna Molenaar,Full name,2,0,2,0.008,1967–1969
Relief Society Magazine,Anne S. W. Gould,Full name,2,0,2,0.066,1957–1958
Relief Society Magazine,Annie G. Lauritzen,Full name,2,0,2,0.229,1916–1919
Relief Society Magazine,Annie M. Ellsworth,Full name,2,0,2,0.107,1952–1957
Relief Society Magazine,Arthur James Bowers,Full name,2,0,2,0.073,1929–1933
Relief Society Magazine,Atkin Tanner,Full name,2,0,2,0.117,1963–1968
Relief Society Magazine,B. Curtis,Full name,2,0,2,0.032,1922–1965
Relief Society Magazine,B. Hinckley,Full name,2,0,2,0.07,1960–1967
Relief Society Magazine,B. Lee,Full name,2,0,2,0.053,1964–1965
Relief Society Magazine,B. Shomaker,Full name,2,0,2,0.108,1964–1969
Relief Society Magazine,B. Taylor,Full name,2,0,2,0.069,1945–1970
Relief Society Magazine,Bernice Brown,Full name,2,0,2,0.08,1949–1965
Relief Society Magazine,Bertha M. Rosvear,Full name,2,0,2,0.169,1935–1936
Relief Society Magazine,Betty Zieve,Full name,2,0,2,0.23,1951–1952
Relief Society Magazine,Blanche Sutherland,Full name,2,0,2,0.016,1949–1952
Relief Society Magazine,Brown Neilson,Full name,2,0,2,0.054,1968–1970
Relief Society Magazine,C. Carroll,Full name,2,0,2,0.077,1964–1965
Relief Society Magazine,C. Dedekind,Full name,2,0,2,0.043,1969–1970
Relief Society Magazine,C. Ikerman,Full name,2,0,2,0.066,1968–1969
Relief Society Magazine,C. Robinson,Full name,2,0,2,0.004,1934–1968
Relief Society Magazine,C. W. Mccullough,Full name,2,0,2,0.044,1953–1954
Relief Society Magazine,Camilla Eyring Kimball,Full name,2,0,2,0.078,1945–1950
Relief Society Magazine,Carla Sansom,Full name,2,0,2,0.039,1966–1966
Relief Society Magazine,Carol Read Flake,Full name,2,0,2,0.039,1949–1951
Relief Society Magazine,"Chapel, Washington, D. C.",Full name,2,0,2,0.042,1933–1933
Relief Society Magazine,Charlotte A. Larsen,Full name,2,0,2,-0.016,1959–1960
Relief Society Magazine,Christine H.,Full name,2,0,2,0.117,1965–1966
Relief Society Magazine,Christine Lund Coles,Full name,2,0,2,0.025,1965–1965
Relief Society Magazine,Christine Stacey,Full name,2,0,2,0.1,1922–1965
Relief Society Magazine,Christmas Story,Full name,2,0,2,0.037,1963–1964
Relief Society Magazine,Christmas Tree,Full name,2,0,2,0.069,1967–1967
Relief Society Magazine,Christmas Trees,Full name,2,0,2,0.051,1963–1969
Relief Society Magazine,Combinations Louis J. Theu,Full name,2,0,2,0.043,1922–1922
Relief Society Magazine,Connie Chapoose,Full name,2,0,2,0.126,1967–1967
Relief Society Magazine,Cora Kasius,Full name,2,0,2,-0.005,1925–1925
Relief Society Magazine,Coral J. Black,Full name,2,0,2,0.07,1918–1924
Relief Society Magazine,Counselor Donna D. Sorensen,Full name,2,0,2,0.08,1942–1942
Relief Society Magazine,Counselor Gertrude R. Garff,Full name,2,0,2,0.074,1945–1947
Relief Society Magazine,Courtney E. Cottam,Full name,2,0,2,0.169,1943–1945
Relief Society Magazine,D. Beck,Full name,2,0,2,0.053,1968–1970
Relief Society Magazine,De Illescas,Full name,2,0,2,0.007,1967–1968
Relief Society Magazine,Dorothy Hicks,Full name,2,0,2,0.052,1964–1965
Relief Society Magazine,E. Heloise Merkley,Full name,2,0,2,0.092,1927–1936
Relief Society Magazine,"E. Kleinschmidt, M. D.",Full name,2,0,2,-0.017,1929–1934
Relief Society Magazine,Edith Smith Elliott,Full name,2,0,2,0.1,1943–1953
Relief Society Magazine,Elaine Mellor,Full name,2,0,2,0.067,1950–1951
Relief Society Magazine,Elbert D. Thomas,Full name,2,0,2,0.032,1928–1937
Relief Society Magazine,Elizabeth C. Porter-rissanen,Full name,2,0,2,0.017,1929–1929
Relief Society Magazine,Elizabeth Waters,Full name,2,0,2,0.041,1950–1952
Relief Society Magazine,Ellen J. Coulam,Full name,2,0,2,0.199,1932–1940
Relief Society Magazine,Elna Miller,Full name,2,0,2,0.065,1928–1952
Relief Society Magazine,Emeline Y. Nebeker,Full name,2,0,2,0.092,1930–1932
Relief Society Magazine,Emily Bronte Briant S. Jacobs,Full name,2,0,2,0.002,1954–1954
Relief Society Magazine,Esther Clark Naylor,Full name,2,0,2,0.027,1948–1950
Relief Society Magazine,Ethel Hopper,Full name,2,0,2,0.025,1953–1966
Relief Society Magazine,Etta S. Robbins,Full name,2,0,2,0.039,1947–1959
Relief Society Magazine,Eva J. Lillywhite,Full name,2,0,2,0.057,1947–1951
Relief Society Magazine,Evalyn M. Sandberg,Full name,2,0,2,0.118,1963–1964
Relief Society Magazine,Evalyn Sandberg,Full name,2,0,2,0.058,1962–1963
Relief Society Magazine,Evelyn Hansen,Full name,2,0,2,0.046,1951–1952
Relief Society Magazine,F. Larsen,Full name,2,0,2,0.096,1966–1969
Relief Society Magazine,F. Larson,Full name,2,0,2,0.101,1968–1968
Relief Society Magazine,F. S. Harris,Full name,2,0,2,0.07,1921–1923
Relief Society Magazine,F. Woolley,Full name,2,0,2,-0.016,1967–1970
Relief Society Magazine,Faith Maude B. Jacob,Full name,2,0,2,0.07,1939–1940
Relief Society Magazine,Family Relationships,Full name,2,0,2,0.043,1933–1970
Relief Society Magazine,Fern J. B. Russon,Full name,2,0,2,0.079,1925–1937
Relief Society Magazine,Florence Berrett Dunford,Full name,2,0,2,0.075,1950–1950
Relief Society Magazine,Floyd Breinholt,Full name,2,0,2,0.098,1966–1967
Relief Society Magazine,Fontella S. Calder,Full name,2,0,2,0.084,1932–1934
Relief Society Magazine,Frank C. Steele,Full name,2,0,2,0.057,1933–1934
Relief Society Magazine,Fredrika Clinch,Full name,2,0,2,0.057,1953–1961
Relief Society Magazine,G. Brunt,Full name,2,0,2,-0.065,1954–1967
Relief Society Magazine,Genevieve Groen,Full name,2,0,2,0.026,1953–1953
Relief Society Magazine,George Q. Morris,Full name,2,0,2,0.055,1953–1955
Relief Society Magazine,George Q. Rich,Full name,2,0,2,0.012,1929–1930
Relief Society Magazine,Georgia Moore Eberling,Full name,2,0,2,0.077,1945–1949
Relief Society Magazine,Gertrude Kovan,Full name,2,0,2,0.047,1952–1956
Relief Society Magazine,Giles Bond,Full name,2,0,2,0.084,1967–1968
Relief Society Magazine,Gladys I. Hamilton,Full name,2,0,2,0.11,1949–1949
Relief Society Magazine,Gladys R. Winter,Full name,2,0,2,0.069,1939–1952
Relief Society Magazine,Gwen Marler Barney,Full name,2,0,2,0.104,1959–1959
Relief Society Magazine,H. Beck,Full name,2,0,2,0.102,1968–1968
Relief Society Magazine,H. C. Singer,Full name,2,0,2,0.014,1929–1930
Relief Society Magazine,H. Chnstensen,Full name,2,0,2,0.085,1969–1969
Relief Society Magazine,H. Harp,Full name,2,0,2,0.097,1970–1970
Relief Society Magazine,H. Haskins,Full name,2,0,2,0.059,1963–1963
Relief Society Magazine,H. Morley,Full name,2,0,2,0.166,1969–1970
Relief Society Magazine,H. Powell,Full name,2,0,2,0.073,1969–1970
Relief Society Magazine,H. Thayn,Full name,2,0,2,0.03,1964–1965
Relief Society Magazine,Hannah Smith,Full name,2,0,2,0.025,1952–1952
Relief Society Magazine,Hassell Stanley,Full name,2,0,2,0.039,1968–1968
Relief Society Magazine,Have Joy,Full name,2,0,2,0.092,1944–1970
Relief Society Magazine,Hazel Stevens,Full name,2,0,2,0.019,1947–1952
Relief Society Magazine,Heart Disease,Full name,2,0,2,0.02,1966–1968
Relief Society Magazine,Heart Sibyl S. Bowen,Full name,2,0,2,-0.003,1939–1939
Relief Society Magazine,Helen A. Nielsen,Full name,2,0,2,0.079,1952–1954
Relief Society Magazine,Helen And Cyril Pearson,Full name,2,0,2,0.039,1950–1950
Relief Society Magazine,Helen H. Jones,Full name,2,0,2,0.142,1957–1958
Relief Society Magazine,Helen Hooper,Full name,2,0,2,0.016,1959–1965
Relief Society Magazine,Henry A. Smith,Full name,2,0,2,0.085,1944–1950
Relief Society Magazine,Her Happy,Full name,2,0,2,0.085,1955–1965
Relief Society Magazine,Huish Sadlier,Full name,2,0,2,0.012,1967–1968
Relief Society Magazine,Inez B. Allred,Full name,2,0,2,0.039,1942–1947
Relief Society Magazine,Inez Bagnell,Full name,2,0,2,0.032,1950–1952
Relief Society Magazine,Inez R. Allen,Full name,2,0,2,0.063,1951–1955
Relief Society Magazine,"J. Howells, M. D.",Full name,2,0,2,-0.026,1941–1942
Relief Society Magazine,James M. Kirkham,Full name,2,0,2,0.059,1942–1949
Relief Society Magazine,Jane Bradford Terry,Full name,2,0,2,0.066,1932–1940
Relief Society Magazine,Janice Dixon,Full name,2,0,2,0.028,1964–1964
Relief Society Magazine,Jeanette Swanson,Full name,2,0,2,-0.081,1963–1964
Relief Society Magazine,Jesus Christ,Full name,2,0,2,0.025,1923–1970
Relief Society Magazine,Joanne Baker,Full name,2,0,2,0.002,1970–1970
Relief Society Magazine,Joseph A. Geddes,Full name,2,0,2,0.025,1933–1933
Relief Society Magazine,Josie B. Bay,Full name,2,0,2,0.086,1951–1958
Relief Society Magazine,Judge Hugo B. Anderson,Full name,2,0,2,0.012,1929–1936
Relief Society Magazine,Judge Rulon W. Clark,Full name,2,0,2,0.074,1942–1942
Relief Society Magazine,Juliaetta B. Jensen,Full name,2,0,2,0.093,1938–1951
Relief Society Magazine,Julie Wilson,Full name,2,0,2,0.12,1968–1969
Relief Society Magazine,Kathleen B. Nelson,Full name,2,0,2,0.06,1939–1943
Relief Society Magazine,L. Anderson,Full name,2,0,2,0.075,1936–1966
Relief Society Magazine,L. Clarke,Full name,2,0,2,0.001,1966–1967
Relief Society Magazine,L. Jones,Full name,2,0,2,0.054,1945–1970
Relief Society Magazine,L. Phelps,Full name,2,0,2,0.04,1969–1969
Relief Society Magazine,L. Simpson,Full name,2,0,2,0.087,1954–1968
Relief Society Magazine,Laurel Ulrich,Full name,2,0,2,0.006,1963–1964
Relief Society Magazine,Lela Morris,Full name,2,0,2,0.166,1966–1968
Relief Society Magazine,Leona Fetzer Wintch,Full name,2,0,2,0.05,1961–1961
Relief Society Magazine,Leroy Burke Meagher,Full name,2,0,2,0.014,1948–1949
Relief Society Magazine,Lillie C. Adams,Full name,2,0,2,0.055,1946–1953
Relief Society Magazine,Lillie M. Dale,Full name,2,0,2,0.026,1926–1935
Relief Society Magazine,Luacine Savage Clark,Full name,2,0,2,0.123,1931–1933
Relief Society Magazine,Lucille R. Perry,Full name,2,0,2,0.053,1960–1962
Relief Society Magazine,Lucy Parr,Full name,2,0,2,0.026,1969–1970
Relief Society Magazine,Lucy S. Burnham,Full name,2,0,2,0.052,1919–1919
Relief Society Magazine,Lurene Gates Wilkinson,Full name,2,0,2,0.04,1950–1950
Relief Society Magazine,Luzelle S. Eliason,Full name,2,0,2,0.038,1951–1952
Relief Society Magazine,Lydia Bennett Egbert,Full name,2,0,2,0.08,1951–1953
Relief Society Magazine,Lydia Burrows,Full name,2,0,2,0.065,1933–1935
Relief Society Magazine,M. Howard,Full name,2,0,2,-0.008,1964–1966
Relief Society Magazine,M. Peterson,Full name,2,0,2,0.017,1942–1966
Relief Society Magazine,M. Young,Full name,2,0,2,0.042,1964–1967
Relief Society Magazine,Mae Hansen,Full name,2,0,2,0.059,1969–1970
Relief Society Magazine,Mae L. Curtis,Full name,2,0,2,0.202,1962–1965
Relief Society Magazine,Many Quilts,Full name,2,0,2,0.028,1963–1966
Relief Society Magazine,Margory E. Green,Full name,2,0,2,0.264,1963–1966
Relief Society Magazine,Marjorie Linthurst,Full name,2,0,2,0.02,1951–1952
Relief Society Magazine,Marvin O. Ashton,Full name,2,0,2,0.076,1943–1945
Relief Society Magazine,Mary E. S. Abel,Full name,2,0,2,0.249,1934–1936
Relief Society Magazine,Mary H. Woolsey,Full name,2,0,2,0.041,1925–1925
Relief Society Magazine,Mary Hess Hackney,Full name,2,0,2,0.007,1916–1953
Relief Society Magazine,Mary J. Wilson,Full name,2,0,2,0.051,1956–1970
Relief Society Magazine,Mildred B. Eyring,Full name,2,0,2,-0.009,1956–1960
Relief Society Magazine,Mildred B. Hall,Full name,2,0,2,0.144,1939–1963
Relief Society Magazine,Minnie J. Hardy,Full name,2,0,2,0.156,1927–1936
Relief Society Magazine,Morley Despain,Full name,2,0,2,0.089,1970–1970
Relief Society Magazine,N. Hulme,Full name,2,0,2,0.077,1965–1967
Relief Society Magazine,Nellie Iverson Cox,Full name,2,0,2,0.042,1950–1950
Relief Society Magazine,Nelouise Fisher Judd,Full name,2,0,2,0.047,1950–1951
Relief Society Magazine,Nita Ellis,Full name,2,0,2,0.042,1964–1965
Relief Society Magazine,Nora Mckay Stevenson,Full name,2,0,2,0.055,1931–1932
Relief Society Magazine,Norma Bowkett,Full name,2,0,2,0.149,1969–1970
Relief Society Magazine,Nyal W. Anderson,Full name,2,0,2,0.059,1949–1951
Relief Society Magazine,O. Cook,Full name,2,0,2,0.108,1967–1968
Relief Society Magazine,Olive C. Wehr,Full name,2,0,2,0.083,1940–1948
Relief Society Magazine,Ollerton Clark,Full name,2,0,2,0.105,1948–1970
Relief Society Magazine,P. Backman,Full name,2,0,2,0.119,1945–1964
Relief Society Magazine,P. Dansie,Full name,2,0,2,0.074,1967–1968
Relief Society Magazine,P. Willardson,Full name,2,0,2,0.056,1966–1967
Relief Society Magazine,Pauline Bell,Full name,2,0,2,0.061,1963–1963
Relief Society Magazine,Peace Gregory,Full name,2,0,2,0.048,1968–1969
Relief Society Magazine,Phyllis Snow,Full name,2,0,2,0.026,1951–1952
Relief Society Magazine,Picnic Emily H. Bennett,Full name,2,0,2,0.059,1940–1940
Relief Society Magazine,R. Dyer,Full name,2,0,2,0.037,1965–1968
Relief Society Magazine,R. Watkins,Full name,2,0,2,0.072,1969–1969
Relief Society Magazine,Rachel G. Taylor,Full name,2,0,2,0.034,1943–1943
Relief Society Magazine,Randall Oveson,Full name,2,0,2,-0.028,1967–1967
Relief Society Magazine,Relations Lessons,Full name,2,0,2,0.042,1967–1970
Relief Society Magazine,Rey L. Pratt,Full name,2,0,2,0.092,1931–1931
Relief Society Magazine,Rose Ellen B. Valentine,Full name,2,0,2,0.03,1926–1931
Relief Society Magazine,Rose Lee Bond,Full name,2,0,2,0.071,1950–1950
Relief Society Magazine,S. Davis,Full name,2,0,2,-0.006,1963–1970
Relief Society Magazine,S. Johnson,Full name,2,0,2,0.009,1932–1966
Relief Society Magazine,S. Manwaring,Full name,2,0,2,0.059,1965–1965
Relief Society Magazine,S. Payne,Full name,2,0,2,0.01,1947–1968
