row_index,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15
76,0.019620639512775224,0.005587544410557248,0.004160648336616516,0.011570240995666742,0.8051260424975429,0.003484076899287621,7.505096759060385e-4,0.007410522732422956,0.02611634146930965,0.06699339830959822,0.0030692699431289364,0.004877969635289598,0.008521643850955486,0.001122441246059574,0.03158871048488342
77,0.005168027777698903,1.6619644459809672e-4,8.157931003221199e-5,0.027566756475941145,0.011205848283357736,4.128872821074876e-4,0.01107746224312179,0.0012080592879132389,0.00450166327845718,0.005425150065479974,2.2250609565803767e-4,3.504075762730446e-5,0.9202623890522276,0.005931638496476646,0.00673479514930241
78,0.11513537076711414,0.0035765272262170407,0.003840839950592033,0.02439889305659317,0.22514363865205192,0.001603262500468648,0.0011744270592180517,0.0047092601957675895,0.10352844203124897,0.2627473982966611,0.002488690547148864,0.003806822688714112,0.2095226530654448,0.027138206514729972,0.011185567448029466
79,0.019525984177572363,0.027108030117906714,0.006075235556954072,0.021073900248429037,0.10877379980360924,0.0063666420179921655,0.010780293192660769,0.25540576358576533,0.17718849730797118,0.1344151288821146,0.00653653466777553,0.004062241386137969,0.18771307467953266,0.020472715543839306,0.014502158831739177
80,6.714028931237887e-4,0.019253745846440184,2.2900239584808824e-4,0.0010897493779735228,0.0026308021705765796,0.001049887483372634,5.835557045610841e-5,6.062185237079908e-4,0.024503323057734373,0.0010101944521033587,6.118820448339666e-4,1.2165573014303211e-4,0.5424122251785993,0.40541287555220085,3.3867972288625795e-4
81,0.27244520394149674,2.6792360333142187e-4,0.03504963582008093,0.06279978895054675,0.08227748535156457,0.002069356248974165,0.007609772012415903,0.005042721658261817,0.10960438150132483,0.04662922064220533,0.013486201850252764,0.0010300360577043181,0.005921744460387823,1.2767077904757352e-4,0.35563885712240517
82,0.005624311077986427,8.535527430654307e-4,0.11654075939260684,0.0016825728668016025,0.0021441253770402157,0.002569164136997964,0.003675858319462006,0.004237172927076801,0.012654888043037462,0.3630710005263932,0.1823740775485874,0.0034081794276707715,0.0027467049524862626,3.5879488487532043e-4,0.29805883777591236
83,0.005954282216512914,0.0028396936644773624,0.003230524210841445,0.0012546832241663777,0.03205300618739543,0.0018135564092064513,0.008368146929803593,0.00256958800439303,0.1283938913356188,0.5848218181877701,0.0016654583813784556,1.9647608503639338e-4,0.0029685060104958283,4.154118535097412e-4,0.22345495729939396
84,0.0025055042222248275,0.3743906560441454,6.054413301281728e-4,5.625526355824362e-5,0.0010106334388277646,0.5245473222069446,8.211208654325114e-4,0.004448648871552137,0.0037985408351297193,0.062353126258985536,0.017312479598175928,0.002515251766184676,0.00022553493523455291,9.692220324164189e-4,0.004440262331059324
85,0.052321313182424174,0.0025824468750353267,0.040163632298041825,0.06463809384409734,0.027184714133347436,0.0019440654566740586,0.11590449787440463,0.358082044543934,0.2293680294030032,0.08630473473109512,9.774646834683853e-4,0.004639583939406113,0.007120743255606786,0.001206525086272422,0.007562110693189108
86,0.008855861852373808,0.05141635736781513,0.0040128847771797645,0.0054797047773815985,0.03342171789992623,0.36588573740399005,0.007988243730660791,0.33177346595015034,0.03264596288480372,0.06885104953167633,0.009713661358377047,0.0077321744553964745,0.05633099997311796,0.00998107792437231,0.005911100112778606
87,0.013810261352841784,0.0033921680683158466,0.00202061512026549,0.011775084495015074,0.5345557919948177,0.0024235121118592,0.0019525144001161182,0.024805307820710342,0.0364639441820742,0.047979467624625814,0.005731487155299265,0.0014651700169140702,0.28103292210613523,0.0048513561599437425,0.027740397391065985
88,0.0037650149618056595,0.003433799603921792,8.27148668995545e-4,0.006374493162349667,0.013973689696782563,0.001600347845443281,7.783298737179507e-4,0.004327513885784172,0.024976357934266256,0.004999841261773734,0.002209532539133428,3.220945413743337e-4,0.809912408418739,0.12092672266775903,0.0015727049381535764
89,0.02793736339363312,0.0018197618824527064,0.02555826013166328,0.005148950936056947,0.3545289892641826,0.004103411331829898,9.7307317082874e-4,0.006723073989855433,0.004206819320723099,0.023582923334907253,0.004836175746152657,0.17581891156002658,0.002111879932304021,1.729464706278716e-4,0.36247745953475585
90,0.004980688510938514,0.007999627249205513,0.004141477069125657,0.003288347858660402,0.15112810414179265,0.001992772043740101,3.3008342119338383e-4,0.0012903240578608346,0.18688905609910622,0.006933198080611142,0.0017267789193430231,1.9234399658256388e-4,0.3117253683220796,0.20304950169685151,0.11433232853290924
91,0.018896059357292678,0.0022978441470444862,0.10349293551574353,0.0030236503633938082,0.014768733587031029,0.04377332999968325,0.003953586003605712,0.006840303247353242,0.031151629526693737,0.2705842373471893,0.12192516016897045,0.004043787654467765,0.00446582602578081,6.283491161940433e-4,0.37015456793955603
92,0.005993160560956416,1.345560736632874e-4,0.0029036884516809,0.6533140084596469,0.013423018440503223,3.5272800228844836e-4,0.016666372352350845,0.0014586468396010528,0.01591933371414457,0.10641048689053245,1.3934446424393337e-4,1.6586677250252045e-4,0.0019857252196247223,3.1205935566732236e-4,0.18082100440259347
93,0.033681625394516246,0.04107594646598639,0.0034069236026889314,0.002163200525518576,0.004654070810884444,0.2646504865251947,0.08829050147341315,0.24303536955331878,0.1095935911697719,0.07692057412796045,0.008044875560546144,7.340813136814382e-4,0.009900406668494153,0.001507125489446097,0.11234122131857874
