topic_num,topic_label,year,yoy_pct
5,Pioneer Heritage,1924,23.89
5,Pioneer Heritage,1925,-21.22
5,Pioneer Heritage,1926,15.03
5,Pioneer Heritage,1927,-17.51
5,Pioneer Heritage,1928,31.49
5,Pioneer Heritage,1929,-39.19
5,Pioneer Heritage,1930,42.27
5,Pioneer Heritage,1931,-23.28
5,Pioneer Heritage,1932,9.29
5,Pioneer Heritage,1933,-5.82
5,Pioneer Heritage,1934,8.93
6,Community Celebrations,1914,NA
6,Community Celebrations,1915,-64.38
6,Community Celebrations,1916,6.15
6,Community Celebrations,1917,58.03
6,Community Celebrations,1918,-56.89
6,Community Celebrations,1919,228.9
6,Community Celebrations,1920,-26.41
6,Community Celebrations,1921,-25.08
6,Community Celebrations,1922,-27.33
6,Community Celebrations,1923,32.69
6,Community Celebrations,1924,-12.13
6,Community Celebrations,1925,18.1
6,Community Celebrations,1926,98.29
6,Community Celebrations,1927,3.22
6,Community Celebrations,1928,-11.83
6,Community Celebrations,1929,16.02
6,Community Celebrations,1930,-47.28
6,Community Celebrations,1931,103.57
6,Community Celebrations,1932,-3.03
6,Community Celebrations,1933,-47.5
6,Community Celebrations,1934,45.22
7,Household Hints & Recipes,1914,NA
7,Household Hints & Recipes,1915,-73.77
7,Household Hints & Recipes,1916,187.73
7,Household Hints & Recipes,1917,147.46
7,Household Hints & Recipes,1918,-4.8
7,Household Hints & Recipes,1919,-0.48
7,Household Hints & Recipes,1920,-63.65
7,Household Hints & Recipes,1921,40.38
7,Household Hints & Recipes,1922,21
7,Household Hints & Recipes,1923,44.31
7,Household Hints & Recipes,1924,-30.08
7,Household Hints & Recipes,1925,12.25
7,Household Hints & Recipes,1926,8.94
7,Household Hints & Recipes,1927,17.73
7,Household Hints & Recipes,1928,6.98
7,Household Hints & Recipes,1929,28.83
7,Household Hints & Recipes,1930,-7.22
7,Household Hints & Recipes,1931,-50.51
7,Household Hints & Recipes,1932,20.18
7,Household Hints & Recipes,1933,8.14
7,Household Hints & Recipes,1934,-1.02
8,Moral Fiction,1914,NA
8,Moral Fiction,1915,-15.59
8,Moral Fiction,1916,-56.29
8,Moral Fiction,1917,0.23
8,Moral Fiction,1918,-3.72
8,Moral Fiction,1919,-38
8,Moral Fiction,1920,-22.3
8,Moral Fiction,1921,110.49
8,Moral Fiction,1922,-28.29
8,Moral Fiction,1923,63.21
8,Moral Fiction,1924,6.57
8,Moral Fiction,1925,71.16
8,Moral Fiction,1926,-6.44
8,Moral Fiction,1927,-16.42
8,Moral Fiction,1928,-20.63
8,Moral Fiction,1929,-28.3
8,Moral Fiction,1930,-16.35
8,Moral Fiction,1931,57.09
8,Moral Fiction,1932,-42.97
8,Moral Fiction,1933,116.85
8,Moral Fiction,1934,16.4
9,Advertisements for Clothing,1914,NA
9,Advertisements for Clothing,1915,-61.6
9,Advertisements for Clothing,1916,3.06
9,Advertisements for Clothing,1917,-4.97
9,Advertisements for Clothing,1918,39.44
9,Advertisements for Clothing,1919,6.48
9,Advertisements for Clothing,1920,10.99
9,Advertisements for Clothing,1921,67.39
9,Advertisements for Clothing,1922,-32.98
9,Advertisements for Clothing,1923,106.1
9,Advertisements for Clothing,1924,20.44
9,Advertisements for Clothing,1925,-38.55
9,Advertisements for Clothing,1926,-11.82
9,Advertisements for Clothing,1927,1.96
9,Advertisements for Clothing,1928,13.57
9,Advertisements for Clothing,1929,17.6
9,Advertisements for Clothing,1930,-13.16
9,Advertisements for Clothing,1931,12.8
9,Advertisements for Clothing,1932,-22.66
9,Advertisements for Clothing,1933,-21.83
9,Advertisements for Clothing,1934,4.4
10,Motherhood & Child-Rearing,1914,NA
10,Motherhood & Child-Rearing,1915,-34.28
10,Motherhood & Child-Rearing,1916,-0.04
10,Motherhood & Child-Rearing,1917,-42.72
10,Motherhood & Child-Rearing,1918,7.38
10,Motherhood & Child-Rearing,1919,39.21
10,Motherhood & Child-Rearing,1920,-20.12
10,Motherhood & Child-Rearing,1921,2.78
10,Motherhood & Child-Rearing,1922,57.53
10,Motherhood & Child-Rearing,1923,-12.18
10,Motherhood & Child-Rearing,1924,7.91
10,Motherhood & Child-Rearing,1925,-12.85
10,Motherhood & Child-Rearing,1926,-7.12
10,Motherhood & Child-Rearing,1927,1.56
10,Motherhood & Child-Rearing,1928,15.7
10,Motherhood & Child-Rearing,1929,-26.5
10,Motherhood & Child-Rearing,1930,34.21
10,Motherhood & Child-Rearing,1931,-2.3
10,Motherhood & Child-Rearing,1932,7.92
10,Motherhood & Child-Rearing,1933,-7.79
10,Motherhood & Child-Rearing,1934,15.28
11,"Advertisements for Goods and
Services",1914,NA
11,"Advertisements for Goods and
Services",1915,315.91
11,"Advertisements for Goods and
Services",1916,40.77
11,"Advertisements for Goods and
Services",1917,-27.94
11,"Advertisements for Goods and
Services",1918,42.95
11,"Advertisements for Goods and
Services",1919,-6.97
11,"Advertisements for Goods and
Services",1920,13.69
11,"Advertisements for Goods and
Services",1921,-21.13
11,"Advertisements for Goods and
Services",1922,20.64
11,"Advertisements for Goods and
Services",1923,-13.85
11,"Advertisements for Goods and
Services",1924,-13.61
11,"Advertisements for Goods and
Services",1925,41.1
11,"Advertisements for Goods and
Services",1926,-3.57
11,"Advertisements for Goods and
Services",1927,13.04
11,"Advertisements for Goods and
Services",1928,-11.54
11,"Advertisements for Goods and
Services",1929,-1.84
11,"Advertisements for Goods and
Services",1930,-22.21
11,"Advertisements for Goods and
Services",1931,18.55
11,"Advertisements for Goods and
Services",1932,10.45
11,"Advertisements for Goods and
Services",1933,-11.6
11,"Advertisements for Goods and
Services",1934,0.08
12,Editorials on Scenic Nature,1914,NA
12,Editorials on Scenic Nature,1915,439.77
12,Editorials on Scenic Nature,1916,75.01
12,Editorials on Scenic Nature,1917,-32.79
12,Editorials on Scenic Nature,1918,-20.48
12,Editorials on Scenic Nature,1919,29
12,Editorials on Scenic Nature,1920,20.68
12,Editorials on Scenic Nature,1921,-24.06
12,Editorials on Scenic Nature,1922,33.83
12,Editorials on Scenic Nature,1923,-22.03
12,Editorials on Scenic Nature,1924,14.17
12,Editorials on Scenic Nature,1925,-6.32
12,Editorials on Scenic Nature,1926,-8.94
12,Editorials on Scenic Nature,1927,-11.82
12,Editorials on Scenic Nature,1928,13.91
12,Editorials on Scenic Nature,1929,29.45
12,Editorials on Scenic Nature,1930,-23.96
12,Editorials on Scenic Nature,1931,54.43
12,Editorials on Scenic Nature,1932,-14.52
12,Editorials on Scenic Nature,1933,30.46
12,Editorials on Scenic Nature,1934,15.3
13,Poems,1914,NA
13,Poems,1915,-21.31
13,Poems,1916,-5.45
13,Poems,1917,-11.94
13,Poems,1918,-49.02
13,Poems,1919,-8.94
13,Poems,1920,98.94
13,Poems,1921,-21
13,Poems,1922,-0.89
13,Poems,1923,-60.04
13,Poems,1924,71.55
13,Poems,1925,-41.06
13,Poems,1926,38.51
13,Poems,1927,-36.08
13,Poems,1928,124.11
13,Poems,1929,5.66
13,Poems,1930,14.57
13,Poems,1931,-54.97
13,Poems,1932,27.87
13,Poems,1933,-23.36
13,Poems,1934,9.93
14,Mormon Women's Biographies,1914,NA
14,Mormon Women's Biographies,1915,-56.65
14,Mormon Women's Biographies,1916,-21.76
14,Mormon Women's Biographies,1917,82.42
14,Mormon Women's Biographies,1918,26.58
14,Mormon Women's Biographies,1919,-37.25
14,Mormon Women's Biographies,1920,70.69
14,Mormon Women's Biographies,1921,33.71
14,Mormon Women's Biographies,1922,47.13
14,Mormon Women's Biographies,1923,-5.52
14,Mormon Women's Biographies,1924,1.42
14,Mormon Women's Biographies,1925,-9.62
14,Mormon Women's Biographies,1926,29.94
14,Mormon Women's Biographies,1927,19.43
14,Mormon Women's Biographies,1928,-22.41
14,Mormon Women's Biographies,1929,39.37
14,Mormon Women's Biographies,1930,60.7
14,Mormon Women's Biographies,1931,-25.93
14,Mormon Women's Biographies,1932,-35.28
14,Mormon Women's Biographies,1933,1.38
14,Mormon Women's Biographies,1934,-10.42
15,Genealogy,1914,NA
15,Genealogy,1915,45.68
15,Genealogy,1916,-33.07
15,Genealogy,1917,-14.57
15,Genealogy,1918,9.37
15,Genealogy,1919,26.07
15,Genealogy,1920,-0.05
15,Genealogy,1921,31.15
15,Genealogy,1922,-30.76
15,Genealogy,1923,-7.91
15,Genealogy,1924,-12.05
15,Genealogy,1925,6.91
15,Genealogy,1926,-7.52
15,Genealogy,1927,-0.99
15,Genealogy,1928,-16.71
15,Genealogy,1929,-19.93
15,Genealogy,1930,-5.58
15,Genealogy,1931,4.93
15,Genealogy,1932,33.61
15,Genealogy,1933,-3.57
15,Genealogy,1934,-2.82
