topic_num,topic_label,proportion,filename,Title,Author,Article_Type,volume_num,year,issue,proportion_pct
12,Relief Society Organizations,0.9148455105593696,WE_Vol36_1907_Issue6_017_ALPINE.txt,ALPINE.,Unknown,Article,36,1907,6,91.48
12,Relief Society Organizations,0.8996819239300985,WE_Vol39_1910_Issue5_020_RELIEF_SOCIETY_REPORTS_2.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,39,1910,5,89.97
12,Relief Society Organizations,0.8750480720026741,WE_Vol36_1907_Issue3_027_R_S_REPORTS.txt,R. S. REPORTS.,"LOUISE TUELLER,",Relief Society Report,36,1907,3,87.5
12,Relief Society Organizations,0.8712222625240407,WE_Vol38_1909_Issue2_020_RELIEF_SOCIETY_SCHOOL_OF.txt,RELIEF SOCIETY SCHOOL OF,"PHEBE Y. BEATIE,",Relief Society Report,38,1909,2,87.12
12,Relief Society Organizations,0.869759274356067,WE_Vol38_1909_Issue1_028_RELIEF_SOCIETY_SCHOOL_OF.txt,RELIEF SOCIETY SCHOOL OF,"PHEBE Y. BEATIE,",Relief Society Report,38,1909,1,86.98
12,Relief Society Organizations,0.8546619216936209,WE_Vol39_1910_Issue9_017_GENERAL_RELIEF_SOCIETY_CONFER.txt,GENERAL RELIEF SOCIETY CONFER-,"ANNIE WELLS CANNON,",Relief Society Report,39,1910,9,85.47
12,Relief Society Organizations,0.8497907597095388,WE_Vol35_1906_Issue8_023_R_S_REPORTS.txt,R. S. REPORTS.,"EMMA FEATHERSTONE,",Relief Society Report,35,1906,8,84.98
12,Relief Society Organizations,0.8371618209449881,WE_Vol38_1909_Issue7_021_R_S_REPORTS.txt,R. S. REPORTS.,WOMAN’S EXPONENT,Relief Society Report,38,1909,7,83.72
12,Relief Society Organizations,0.8358584110254059,WE_Vol40_1911_Issue3_021_RELIEF_SOCIETY_REPORTS_2.txt,RELIEF SOCIETY REPORTS.,"singing, “Come Let Us Anew.” Prayer",Relief Society Report,40,1911,3,83.59
12,Relief Society Organizations,0.8344688109142191,WE_Vol32_1903_Issue10_003_SALT_LAKE_STAKE_CONFERENCE.txt,Salt Lake Stake Conference,Unknown,Board/Meeting,32,1903,10,83.45
12,Relief Society Organizations,0.8147180141949654,WE_Vol36_1907_Issue4_019_BANNOCK_STAKE.txt,Bannock Stake,Unknown,Article,36,1907,4,81.47
12,Relief Society Organizations,0.814296520096216,WE_Vol40_1911_Issue8_005_GENERAL_RELIEF_SOCIETY.txt,GENERAL RELIEF SOCIETY,Mrs. Rhoda A. Lyman,Relief Society Report,40,1911,8,81.43
12,Relief Society Organizations,0.8067622387142669,WE_Vol37_1908_Issue1_012_RELIEF_SOCIETY_NURSE_CLASSES.txt,Relief Society Nurse Classes,Unknown,Relief Society Report,37,1908,1,80.68
12,Relief Society Organizations,0.8058819067163034,WE_Vol33_1904_Issue3_017_ALPINE_STAKE.txt,ALPINE STAKE.,Unknown,Article,33,1904,3,80.59
12,Relief Society Organizations,0.803482598153698,WE_Vol34_1905_Issue5_018_RELIEF_SOCIETY_ORGANIZED.txt,Relief Society Organized,Unknown,Relief Society Report,34,1905,5,80.35
12,Relief Society Organizations,0.7894099924107129,WE_Vol35_1906_Issue6_012_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,WOMAN’S EXPONENT,Relief Society Report,35,1906,6,78.94
12,Relief Society Organizations,0.7828744234675755,WE_Vol41_1912_Issue9_018_ONEIDA_STAKE.txt,Oneida Stake,Unknown,Article,41,1912,9,78.29
12,Relief Society Organizations,0.7789349797781329,WE_Vol35_1906_Issue1_016_GENERAL_RELIEF_SOCIETY_CONFERENCE.txt,General Relief Society Conference,Unknown,Relief Society Report,35,1906,1,77.89
