Publication,Author,Type,Byline articles,+Probable (bal),Total (bal),Mean sentiment,Years
Woman's Exponent,Ida M. Sarll,Full name,1,0,1,0.068,1897–1897
Woman's Exponent,Ida Marshal,Full name,1,0,1,0.07,1884–1884
Woman's Exponent,Ida Nagely,Full name,1,0,1,0.003,1892–1892
Woman's Exponent,"Ida Rogers, On Religion In The Home, Was",Full name,1,0,1,0.065,1911–1911
Woman's Exponent,Ida S. Peay,Full name,1,0,1,0.026,1912–1912
Woman's Exponent,In Memory Of,Full name,1,0,1,-0.13,1881–1881
Woman's Exponent,Ina,Full name,1,0,1,0.115,1905–1905
Woman's Exponent,Inez Knight Allen,Full name,1,0,1,0.122,1905–1905
Woman's Exponent,Intelligent Conversation,Full name,1,0,1,0.25,1879–1879
Woman's Exponent,Invitation A. Few Of Her Friends As,Full name,1,0,1,0.152,1896–1896
Woman's Exponent,"Invitation Of Chas. J. Thomas, Presi",Full name,1,0,1,-0.015,1904–1904
Woman's Exponent,Invitation Of Mrs Mary A. Hyde,Full name,1,0,1,0.113,1893–1893
Woman's Exponent,"Invitation Of Mrs. Angeline Mc. Allister, A.",Full name,1,0,1,0.099,1883–1883
Woman's Exponent,Invitation Of The Local Council Of That,Full name,1,0,1,0.093,1900–1900
Woman's Exponent,"Invitation Of The Sisters At Tooele, We At",Full name,1,0,1,0.026,1881–1881
Woman's Exponent,"Invitation Of. Mr. A. W. Foster, Presi",Full name,1,0,1,0.113,1894–1894
Woman's Exponent,Invitation On Saturday Afternoon Feb,Full name,1,0,1,0.154,1896–1896
Woman's Exponent,"Invitation, And Found A. Cordial Reception",Full name,1,0,1,0.056,1892–1892
Woman's Exponent,"Invitation, March 7th, At The New Resi",Full name,1,0,1,0.161,1904–1904
Woman's Exponent,Invitatton Of The President Of The,Full name,1,0,1,0.117,1904–1904
Woman's Exponent,Isabel M. Crandal,Full name,1,0,1,0.06,1875–1875
Woman's Exponent,Isabella E. Bennett,Full name,1,0,1,0.034,1894–1894
Woman's Exponent,Its Rapid Growth; One Which Has Made,Full name,1,0,1,0.003,1877–1877
Woman's Exponent,J. A. Hughes,Full name,1,0,1,0.164,1876–1876
Woman's Exponent,J. A. S.,Initials only,1,0,1,0.089,1875–1875
Woman's Exponent,J. B.,Initials only,1,0,1,0.12,1875–1875
Woman's Exponent,J. B. C.,Initials only,1,0,1,0.017,1883–1883
Woman's Exponent,J. B. F.,Initials only,1,0,1,0.065,1878–1878
Woman's Exponent,J. B. Simons,Full name,1,0,1,0.07,1884–1884
Woman's Exponent,"J. D. H. Mc.allister. Singing ""oh",Full name,1,0,1,0.02,1893–1893
Woman's Exponent,J. D. W.,Initials only,1,0,1,0.04,1886–1886
Woman's Exponent,J. E. Childs,Full name,1,0,1,0.128,1884–1884
Woman's Exponent,J. E. D.,Initials only,1,0,1,-0.051,1874–1874
Woman's Exponent,J. E. Johnson,Full name,1,0,1,0,1872–1872
Woman's Exponent,J. E. Johnson Of St. George—appears In An,Full name,1,0,1,0.101,1874–1874
Woman's Exponent,J. E. T.,Initials only,1,0,1,0.021,1875–1875
Woman's Exponent,J. F. Wells In The Thir,Full name,1,0,1,0.018,1875–1875
Woman's Exponent,"J. G,. B.",Initials only,1,0,1,0.038,1873–1873
Woman's Exponent,J. G. Lemmon,Full name,1,0,1,0.09,1884–1884
Woman's Exponent,J. G. Whittier,Full name,1,0,1,0,1874–1874
Woman's Exponent,J. H. Thompson,Full name,1,0,1,0.049,1877–1877
Woman's Exponent,J. M. S.,Initials only,1,0,1,0.041,1890–1890
Woman's Exponent,J. M. Sjodahl,Full name,1,0,1,0.093,1889–1889
Woman's Exponent,J. P.,Initials only,1,0,1,0.034,1889–1889
Woman's Exponent,J. P. Lindsay,Full name,1,0,1,0.11,1887–1887
Woman's Exponent,J. P. M.,Initials only,1,0,1,0.04,1905–1905
Woman's Exponent,J. P. Mackelprang,Full name,1,0,1,0.084,1904–1904
Woman's Exponent,J. Q. C.,Initials only,1,0,1,0.091,1903–1903
Woman's Exponent,J. R. Wilson—the Table Upon Which,Full name,1,0,1,0.023,1895–1895
Woman's Exponent,J. S. B.,Initials only,1,0,1,0.122,1885–1885
Woman's Exponent,J. S. C.,Initials only,1,0,1,0.035,1889–1889
Woman's Exponent,J. S. P.,Initials only,1,0,1,-0.003,1885–1885
Woman's Exponent,J. S. Richards,Full name,1,0,1,0.097,1902–1902
Woman's Exponent,J. S. Robinson,Full name,1,0,1,0.018,1893–1893
Woman's Exponent,"J. T. Joslyn, M. D.",Full name,1,0,1,0.048,1879–1879
Woman's Exponent,"J. W. Young: ""i Think It Is Forty-two",Full name,1,0,1,0.014,1885–1885
Woman's Exponent,J. Warburton,Full name,1,0,1,0.066,1874–1874
Woman's Exponent,"James E. Talmage, And Was Written",Full name,1,0,1,0.069,1898–1898
Woman's Exponent,James H. Wallis,Full name,1,0,1,0.108,1883–1883
Woman's Exponent,James Hooper,Full name,1,0,1,0.07,1897–1897
Woman's Exponent,James I. Steel,Full name,1,0,1,0.064,1876–1876
Woman's Exponent,James Jenkins,Full name,1,0,1,0.094,1876–1876
Woman's Exponent,James Wareham. Singing. Present,Full name,1,0,1,0.079,1881–1881
Woman's Exponent,Jamima Hood,Full name,1,0,1,0.099,1912–1912
Woman's Exponent,Jane A. Daniels,Full name,1,0,1,0.159,1887–1887
Woman's Exponent,Jane E. Van Tassell,Full name,1,0,1,0.115,1875–1875
Woman's Exponent,Jane E. Vantassel,Full name,1,0,1,0.114,1875–1875
Woman's Exponent,Jane Eastham,Full name,1,0,1,-0.007,1877–1877
Woman's Exponent,Jane Godfrey,Full name,1,0,1,0.115,1877–1877
Woman's Exponent,Jane Nay,Full name,1,0,1,0.105,1912–1912
Woman's Exponent,Jane Noble,Full name,1,0,1,0.22,1891–1891
Woman's Exponent,Jane P. Jones,Full name,1,0,1,0.113,1886–1886
Woman's Exponent,"Jane Parsons, Pres",Full name,1,0,1,0.219,1891–1891
Woman's Exponent,Jane R. Cox,Full name,1,0,1,0.04,1901–1901
Woman's Exponent,Jane S. Coleman,Full name,1,0,1,0.078,1876–1876
Woman's Exponent,Jane S. Leatham,Full name,1,0,1,0.024,1887–1887
Woman's Exponent,Jane S. Ricaards,Full name,1,0,1,0.041,1897–1897
Woman's Exponent,Jane Silcock,Full name,1,0,1,0.08,1880–1880
Woman's Exponent,Jane Smith,Full name,1,0,1,0.05,1896–1896
Woman's Exponent,Janette C. Miller,Full name,1,0,1,0.088,1911–1911
Woman's Exponent,Janette Paton,Full name,1,0,1,0.875,1887–1887
Woman's Exponent,Janf Holt,Full name,1,0,1,0,1887–1887
Woman's Exponent,Jeanie Mclean,Full name,1,0,1,0.057,1883–1883
Woman's Exponent,Jemima E. Stookey,Full name,1,0,1,-0.004,1882–1882
Woman's Exponent,Jemina Brown,Full name,1,0,1,0.168,1876–1876
Woman's Exponent,Jenett De La Mare,Full name,1,0,1,-0.103,1874–1874
Woman's Exponent,Jennet C. Sharp,Full name,1,0,1,0.085,1877–1877
Woman's Exponent,Jennie Ames Packard,Full name,1,0,1,0.17,1897–1897
Woman's Exponent,Jennie Harris,Full name,1,0,1,0.048,1882–1882
Woman's Exponent,Jennie Harrison,Full name,1,0,1,0.094,1873–1873
Woman's Exponent,Jesus None Is More Important Or Less Re,Full name,1,0,1,0.127,1909–1909
Woman's Exponent,Joanna C. Teeples,Full name,1,0,1,0.053,1878–1878
Woman's Exponent,"John Bartholomew, And Elder",Full name,1,0,1,0.064,1876–1876
Woman's Exponent,"John Bowen, John Penman",Full name,1,0,1,0.008,1886–1886
Woman's Exponent,John Crook,Full name,1,0,1,0.023,1888–1888
Woman's Exponent,John G. Whitier,Full name,1,0,1,0.141,1887–1887
Woman's Exponent,John Howard Bryant,Full name,1,0,1,0.143,1890–1890
Woman's Exponent,John R. Park,Full name,1,0,1,0,1874–1874
Woman's Exponent,John Rogers,Full name,1,0,1,0.078,1873–1873
Woman's Exponent,John Rowberry,Full name,1,0,1,0.196,1876–1876
Woman's Exponent,John Sears,Full name,1,0,1,0,1877–1877
Woman's Exponent,Joseph Barfoot,Full name,1,0,1,0.009,1878–1878
Woman's Exponent,Joseph F. Smith,Full name,1,0,1,0.03,1901–1901
Woman's Exponent,Joseph Moulton. Singing,Full name,1,0,1,0.098,1900–1900
Woman's Exponent,"Joseph Smith, Years Ago, And",Full name,1,0,1,0.09,1873–1873
Woman's Exponent,Josephine C. Kimball,Full name,1,0,1,0.104,1911–1911
Woman's Exponent,Josephine Cluff Kimball,Full name,1,0,1,0.051,1912–1912
Woman's Exponent,Josephine Rasmussen,Full name,1,0,1,0.078,1890–1890
Woman's Exponent,Josephine Spencer,Full name,1,0,1,0.25,1890–1890
Woman's Exponent,"Josephine, Wife Of Napoleon I.",Full name,1,0,1,-0.007,1878–1878
Woman's Exponent,Josephink Gregory,Full name,1,0,1,-0.023,1878–1878
Woman's Exponent,Josie E. Childs,Full name,1,0,1,0.055,1889–1889
Woman's Exponent,Juan Lewis,Full name,1,0,1,0.053,1877–1877
Woman's Exponent,Julia C. Howe,Full name,1,0,1,0.075,1899–1899
Woman's Exponent,Julia Cruse Howe,Full name,1,0,1,0.063,1889–1889
Woman's Exponent,"Julia Druce. Roll Called, Minutes Read",Full name,1,0,1,0.046,1895–1895
Woman's Exponent,Julia Lindsay. The Choir,Full name,1,0,1,0.096,1899–1899
Woman's Exponent,Julia Lyman,Full name,1,0,1,0.1,1895–1895
Woman's Exponent,Julia P. Kimball,Full name,1,0,1,0.096,1885–1885
Woman's Exponent,Julia P. Lindsay,Full name,1,0,1,0.115,1876–1876
Woman's Exponent,Julia Petty,Full name,1,0,1,0.081,1897–1897
Woman's Exponent,Julia Sabin,Full name,1,0,1,0.073,1912–1912
Woman's Exponent,Julia Ward Howe,Full name,1,0,1,0.111,1909–1909
Woman's Exponent,Juliaett Wood,Full name,1,0,1,0.099,1890–1890
Woman's Exponent,Juliette Blackburn,Full name,1,0,1,0.092,1907–1907
Woman's Exponent,"Julina L. Smith, Distinctively Ten",Full name,1,0,1,0.08,1902–1902
Woman's Exponent,July A. Bingham,Full name,1,0,1,0.034,1882–1882
Woman's Exponent,K. L. C.,Initials only,1,0,1,0.163,1888–1888
Woman's Exponent,Kate M. Chase,Full name,1,0,1,0.126,1879–1879
Woman's Exponent,Kate M. Gordon,Full name,1,0,1,0.008,1902–1902
Woman's Exponent,Kate Rogers,Full name,1,0,1,0.1,1906–1906
Woman's Exponent,Kennie Ballif,Full name,1,0,1,0.043,1877–1877
Woman's Exponent,Knitting Factory,Full name,1,0,1,0,1882–1882
Woman's Exponent,"Knowing How To Keep House, We Do Not",Full name,1,0,1,0.022,1873–1873
Woman's Exponent,L. Addie Schofield,Full name,1,0,1,0.105,1883–1883
Woman's Exponent,L. B. C.,Initials only,1,0,1,0.105,1905–1905
Woman's Exponent,L. B. T.,Initials only,1,0,1,0.088,1890–1890
Woman's Exponent,L. C.,Initials only,1,0,1,0.045,1887–1887
Woman's Exponent,L. D. Alder,Full name,1,0,1,0.028,1899–1899
Woman's Exponent,L. E.,Initials only,1,0,1,0.131,1879–1879
Woman's Exponent,L. E. C.,Initials only,1,0,1,0.028,1898–1898
Woman's Exponent,L. E. W.,Initials only,1,0,1,0.11,1881–1881
Woman's Exponent,"L. G. Richards Entitled ""work And Love",Full name,1,0,1,0.06,1892–1892
Woman's Exponent,L. K. Young,Full name,1,0,1,0.031,1885–1885
Woman's Exponent,L. L. G. Richards,Full name,1,0,1,0.099,1891–1891
Woman's Exponent,L. L. S.,Initials only,1,0,1,0.145,1884–1884
Woman's Exponent,L. M.,Initials only,1,0,1,0.019,1879–1879
Woman's Exponent,L. M. Hewling,Full name,1,0,1,0.113,1887–1887
Woman's Exponent,L. M. R.,Initials only,1,0,1,0.046,1900–1900
Woman's Exponent,L. M. Von F. Mountford,Full name,1,0,1,0.044,1898–1898
Woman's Exponent,L. N. D.,Initials only,1,0,1,-0.024,1899–1899
Woman's Exponent,L. P.,Initials only,1,0,1,0.098,1877–1877
Woman's Exponent,L. S. C.,Initials only,1,0,1,0.172,1877–1877
Woman's Exponent,L. S. D.,Initials only,1,0,1,0.149,1891–1891
Woman's Exponent,L. S. M.,Initials only,1,0,1,0.042,1896–1896
Woman's Exponent,L. T. F.,Initials only,1,0,1,0.146,1891–1891
Woman's Exponent,L. W. Jones,Full name,1,0,1,0.127,1896–1896
Woman's Exponent,L.h. Sigourney,Full name,1,0,1,0.044,1876–1876
Woman's Exponent,Ladies !,Full name,1,0,1,-0.042,1872–1872
Woman's Exponent,Ladies' Specialist,Full name,1,0,1,0,1906–1906
Woman's Exponent,Lamecia A. Scharrer,Full name,1,0,1,0.083,1890–1890
Woman's Exponent,Laura Bird,Full name,1,0,1,0.143,1910–1910
Woman's Exponent,Laura C. Pack,Full name,1,0,1,0.066,1880–1880
Woman's Exponent,Laura Nuttall,Full name,1,0,1,0.055,1886–1886
Woman's Exponent,Laura Spencer Porter,Full name,1,0,1,-0.025,1896–1896
Woman's Exponent,Laurette M. Peterson,Full name,1,0,1,0.09,1906–1906
Woman's Exponent,Lavinia Bates,Full name,1,0,1,0.031,1903–1903
Woman's Exponent,Leaving Out Impractical Routine Lessons,Full name,1,0,1,0.052,1911–1911
Woman's Exponent,Lecture 10th,Full name,1,0,1,0.238,1902–1902
Woman's Exponent,Lecture 10—purity,Full name,1,0,1,0.318,1906–1906
Woman's Exponent,Lecture 3—faith,Full name,1,0,1,0.111,1906–1906
Woman's Exponent,Lecture 4—faith,Full name,1,0,1,0.111,1906–1906
Woman's Exponent,Lecture 5th,Full name,1,0,1,0.158,1902–1902
Woman's Exponent,Lecture 6—charity,Full name,1,0,1,0.226,1906–1906
Woman's Exponent,Lelia Marler,Full name,1,0,1,0.034,1905–1905
Woman's Exponent,Lena Griswold Browne,Full name,1,0,1,0.129,1907–1907
Woman's Exponent,Lenora C. Gardner,Full name,1,0,1,0.187,1895–1895
Woman's Exponent,Leonora T. Spencer,Full name,1,0,1,0.106,1903–1903
Woman's Exponent,Lessoe X.,Full name,1,0,1,-0.048,1904–1904
Woman's Exponent,Lesson Viii,Full name,1,0,1,0.261,1904–1904
Woman's Exponent,Letitia Williams,Full name,1,0,1,-0.003,1898–1898
Woman's Exponent,Letter At Their Earliest Convenience. State,Full name,1,0,1,0.102,1879–1879
Woman's Exponent,"Letter From Sister E. R. S. Smith, We",Full name,1,0,1,0.072,1880–1880
Woman's Exponent,Letter We Learn That Sisters E. R.,Full name,1,0,1,0.098,1878–1878
Woman's Exponent,Lewis S. Dickinson,Full name,1,0,1,0.144,1892–1892
Woman's Exponent,Libbie Noal,Full name,1,0,1,0.048,1892–1892
Woman's Exponent,Lide Meriwether,Full name,1,0,1,-0.004,1891–1891
Woman's Exponent,Lillian Fry Collins,Full name,1,0,1,0.137,1895–1895
Woman's Exponent,Lillie E. Barr,Full name,1,0,1,0.036,1895–1895
Woman's Exponent,Linda N. Benson,Full name,1,0,1,0.104,1910–1910
Woman's Exponent,"Little Acts, And Our Life Is Made Up Of Little",Full name,1,0,1,0.053,1884–1884
Woman's Exponent,Little Sister,Full name,1,0,1,0.042,1906–1906
Woman's Exponent,Lizzie B. Patterson,Full name,1,0,1,0.165,1903–1903
Woman's Exponent,Lizzie Laker,Full name,1,0,1,0.068,1884–1884
Woman's Exponent,Lizzie Lee Butler,Full name,1,0,1,0.174,1904–1904
Woman's Exponent,Lizzie Robbins,Full name,1,0,1,0.11,1910–1910
Woman's Exponent,Lodema C. Rubey,Full name,1,0,1,0.013,1894–1894
Woman's Exponent,Looking Around I. Am Convinced That,Full name,1,0,1,0.065,1874–1874
Woman's Exponent,Lottie M. Webb,Full name,1,0,1,0.2,1889–1889
Woman's Exponent,Louie M. Wells Secretary,Full name,1,0,1,0.084,1885–1885
Woman's Exponent,Louie Morris,Full name,1,0,1,0.059,1878–1878
Woman's Exponent,"Louisa Badger, Sang ""columbia'S",Full name,1,0,1,0.052,1893–1893
Woman's Exponent,Louisa King Spencer,Full name,1,0,1,0.073,1879–1879
Woman's Exponent,Louisa L. G. Richards,Full name,1,0,1,0,1902–1902
Woman's Exponent,Louisa Lawson,Full name,1,0,1,-0.011,1905–1905
Woman's Exponent,Louisa M. Johnson,Full name,1,0,1,0.062,1902–1902
Woman's Exponent,Louisa Pickett,Full name,1,0,1,0.096,1888–1888
Woman's Exponent,Louisa Taylor,Full name,1,0,1,0.131,1883–1883
Woman's Exponent,Louisa W. Jones,Full name,1,0,1,0.046,1902–1902
Woman's Exponent,Louisanna Heppler,Full name,1,0,1,0.11,1888–1888
Woman's Exponent,Louise Castle Walbridge,Full name,1,0,1,0.01,1894–1894
Woman's Exponent,Louise S. Baker,Full name,1,0,1,0.085,1893–1893
Woman's Exponent,Louise S. Upham,Full name,1,0,1,0.315,1877–1877
Woman's Exponent,Louise Tuller,Full name,1,0,1,0.102,1904–1904
Woman's Exponent,Lousia Croshaw,Full name,1,0,1,0.081,1880–1880
Woman's Exponent,"Love, Which Completes All Deficiency",Full name,1,0,1,0.052,1897–1897
Woman's Exponent,Love? How Could Our Missionaries En,Full name,1,0,1,0.095,1900–1900
Woman's Exponent,Lovingly Inscribed,Full name,1,0,1,0.11,1886–1886
Woman's Exponent,"Lovisa Alexander, She Was",Full name,1,0,1,0.142,1907–1907
Woman's Exponent,Lowly Cradles Thou Delight'St To Sit,Full name,1,0,1,-0.056,1892–1892
Woman's Exponent,Lucia Ames Mead,Full name,1,0,1,-0.025,1912–1912
Woman's Exponent,Lucinda Miller,Full name,1,0,1,0.111,1903–1903
Woman's Exponent,Lucy A. Brady,Full name,1,0,1,0.05,1911–1911
Woman's Exponent,Lucy A. Clark,Full name,1,0,1,0.135,1880–1880
Woman's Exponent,Lucy B. Parkinson,Full name,1,0,1,0.072,1905–1905
Woman's Exponent,Lucy B. Young. Mrs. Howard Explained,Full name,1,0,1,-0.008,1889–1889
Woman's Exponent,Lucy M. Green,Full name,1,0,1,0.08,1910–1910
Woman's Exponent,Lucy M. Parkinson,Full name,1,0,1,0.094,1886–1886
Woman's Exponent,Lucy M. Smith,Full name,1,0,1,0.2,1880–1880
Woman's Exponent,Lucy Oakey,Full name,1,0,1,0.079,1885–1885
Woman's Exponent,Lucy Taylor,Full name,1,0,1,0.092,1884–1884
Woman's Exponent,Lucy Wilson President,Full name,1,0,1,0.067,1880–1880
Woman's Exponent,Luna S. Peck,Full name,1,0,1,0.007,1877–1877
Woman's Exponent,Lutions Were Adopted Endorsing The,Full name,1,0,1,0.227,1899–1899
Woman's Exponent,Lydia A. Johnson,Full name,1,0,1,0.11,1878–1878
Woman's Exponent,Lydia D. A[,Full name,1,0,1,0.035,1911–1911
Woman's Exponent,"Lydia D. Alder, In The Fourth Verse",Full name,1,0,1,-0.043,1905–1905
Woman's Exponent,Lydia D. Aldrr,Full name,1,0,1,0.094,1905–1905
Woman's Exponent,Lyman Wight,Full name,1,0,1,0.033,1886–1886
Woman's Exponent,M. A. B.,Initials only,1,0,1,0.064,1875–1875
Woman's Exponent,M. A. Ball,Full name,1,0,1,0.102,1893–1893
Woman's Exponent,M. A. Boice,Full name,1,0,1,0.027,1876–1876
Woman's Exponent,M. A. C.,Initials only,1,0,1,0.057,1888–1888
Woman's Exponent,M. A. Cragun,Full name,1,0,1,0.052,1905–1905
Woman's Exponent,M. A. E. Watmough,Full name,1,0,1,0.057,1873–1873
Woman's Exponent,M. A. Frost And J. H. Caverno,Full name,1,0,1,0.014,1899–1899
Woman's Exponent,M. A. G.,Initials only,1,0,1,0.051,1889–1889
Woman's Exponent,M. A. H.,Initials only,1,0,1,0.041,1880–1880
Woman's Exponent,M. A. Hadley,Full name,1,0,1,0.093,1890–1890
Woman's Exponent,M. A. Hyde,Full name,1,0,1,0.15,1897–1897
Woman's Exponent,M. A. P.,Initials only,1,0,1,0.032,1884–1884
Woman's Exponent,M. A. P. H.,Initials only,1,0,1,0.039,1890–1890
Woman's Exponent,M. A. Pratt,Full name,1,0,1,0.083,1878–1878
Woman's Exponent,M. A. R. G.,Initials only,1,0,1,0.047,1889–1889
Woman's Exponent,M. A. Sorensen,Full name,1,0,1,0.077,1903–1903
Woman's Exponent,M. A. Tate,Full name,1,0,1,0.139,1878–1878
Woman's Exponent,M. A. W. S.,Initials only,1,0,1,0.035,1889–1889
Woman's Exponent,M. A. Welch,Full name,1,0,1,-0.03,1882–1882
Woman's Exponent,M. A. Winters,Full name,1,0,1,0.124,1906–1906
Woman's Exponent,M. A. Y. Greenhalgh,Full name,1,0,1,0,1890–1890
Woman's Exponent,M. A. Youlton Greenhalgh,Full name,1,0,1,0.054,1888–1888
Woman's Exponent,"M. B. Wheelwright, One Of The",Full name,1,0,1,0.144,1879–1879
Woman's Exponent,M. C. Little,Full name,1,0,1,0.172,1888–1888
Woman's Exponent,M. C. Shipp,Full name,1,0,1,0,1889–1889
Woman's Exponent,M. C. Woods,Full name,1,0,1,0.047,1896–1896
Woman's Exponent,M. E. B.,Initials only,1,0,1,0.045,1884–1884
Woman's Exponent,M. E. Grifeeth,Full name,1,0,1,-0.045,1883–1883
Woman's Exponent,M. E. H.,Initials only,1,0,1,0.111,1890–1890
Woman's Exponent,M. E. L.,Initials only,1,0,1,0.154,1880–1880
Woman's Exponent,M. E. S.,Initials only,1,0,1,0.09,1902–1902
Woman's Exponent,M. E. W.,Initials only,1,0,1,0.138,1872–1872
Woman's Exponent,M. F. C. M.,Initials only,1,0,1,0.128,1888–1888
Woman's Exponent,M. F. K.,Initials only,1,0,1,0.176,1904–1904
Woman's Exponent,M. Gardner,Full name,1,0,1,0.078,1884–1884
Woman's Exponent,M. H. North,Full name,1,0,1,0.164,1875–1875
Woman's Exponent,M. I. Coray,Full name,1,0,1,0.034,1876–1876
Woman's Exponent,M. I. H.,Initials only,1,0,1,-0.015,1880–1880
Woman's Exponent,"M. I. Horne, President",Full name,1,0,1,0.03,1895–1895
Woman's Exponent,"M. Isabella Horne. Singing ""children",Full name,1,0,1,0.066,1881–1881
Woman's Exponent,M. J. Morrison,Full name,1,0,1,0.029,1886–1886
Woman's Exponent,M. J. R. Hampton,Full name,1,0,1,0.042,1875–1875
Woman's Exponent,M. J. R. R. Hampton,Full name,1,0,1,0.106,1876–1876
Woman's Exponent,M. J. Shelton,Full name,1,0,1,0.052,1875–1875
Woman's Exponent,M. Jameson,Full name,1,0,1,0.046,1884–1884
Woman's Exponent,M. L.,Initials only,1,0,1,0.146,1875–1875
Woman's Exponent,M. L. Brine,Full name,1,0,1,0.072,1874–1874
Woman's Exponent,M. L. G.,Initials only,1,0,1,0.058,1904–1904
Woman's Exponent,M. L. L.,Initials only,1,0,1,0.137,1876–1876
Woman's Exponent,M. L. M.,Initials only,1,0,1,0.269,1883–1883
Woman's Exponent,M. L. S.,Initials only,1,0,1,0.07,1889–1889
Woman's Exponent,M. L. W.,Initials only,1,0,1,0.02,1880–1880
Woman's Exponent,M. L. Woolf,Full name,1,0,1,0.131,1903–1903
Woman's Exponent,M. M. Watson,Full name,1,0,1,0.188,1892–1892
Woman's Exponent,M. O. Brady,Full name,1,0,1,0.117,1886–1886
Woman's Exponent,M. O. K.,Initials only,1,0,1,0.217,1890–1890
Woman's Exponent,M. R.,Initials only,1,0,1,0.097,1875–1875
Woman's Exponent,M. R. J.,Initials only,1,0,1,0.08,1886–1886
Woman's Exponent,M. Renan,Full name,1,0,1,0.035,1876–1876
Woman's Exponent,M. S. Anderson,Full name,1,0,1,0.114,1892–1892
Woman's Exponent,M. S. Benson,Full name,1,0,1,-0.025,1875–1875
Woman's Exponent,M. S. C.,Initials only,1,0,1,0.094,1874–1874
Woman's Exponent,M. S. Woolley And Counselors,Full name,1,0,1,0,1897–1897
Woman's Exponent,M. T. Wilcox,Full name,1,0,1,0.137,1878–1878
Woman's Exponent,M. W.,Initials only,1,0,1,0.063,1877–1877
Woman's Exponent,"M. W. Rickertson, Of Boston",Full name,1,0,1,-0.016,1885–1885
Woman's Exponent,M. W. Snow,Full name,1,0,1,0.084,1886–1886
Woman's Exponent,M. W. Tanner,Full name,1,0,1,0.034,1885–1885
Woman's Exponent,M. W. W.,Initials only,1,0,1,0.192,1878–1878
Woman's Exponent,M. Y. R.,Initials only,1,0,1,0.056,1890–1890
Woman's Exponent,M.a.m. Salter,Full name,1,0,1,0.013,1888–1888
Woman's Exponent,M.e. Kimball,Full name,1,0,1,0.072,1884–1884
Woman's Exponent,M.j. Mcniece,Full name,1,0,1,0.101,1885–1885
Woman's Exponent,Mabel T. Hakes,Full name,1,0,1,0.209,1902–1902
Woman's Exponent,Madame Fanny Raymond Ritter,Full name,1,0,1,0.049,1876–1876
Woman's Exponent,Maggie C. Hobson,Full name,1,0,1,-0.013,1882–1882
Woman's Exponent,"Magnifying Trifles, Drawing Large Con",Full name,1,0,1,0.029,1873–1873
Woman's Exponent,"Mail Postpaid, On Receipt Of $1.59 Agent",Full name,1,0,1,0,1900–1900
Woman's Exponent,"Mail Postpaid, On Receipt Of $1.59 Agents",Full name,1,0,1,0,1899–1899
Woman's Exponent,"Man'S Aiding Nature, The Peach Has Been",Full name,1,0,1,0.058,1885–1885
Woman's Exponent,Many Loved Far O'Er The Sea,Full name,1,0,1,0.071,1904–1904
Woman's Exponent,"Many Of The ""small Harpers With Their Glees",Full name,1,0,1,0.033,1873–1873
Woman's Exponent,"Many Thousands Of People As ""aunt",Full name,1,0,1,0.053,1899–1899
Woman's Exponent,"Many Ways, Byways And Channels, All",Full name,1,0,1,0.066,1891–1891
Woman's Exponent,Margaret A. Caine,Full name,1,0,1,0.057,1901–1901
Woman's Exponent,Margaret Baird,Full name,1,0,1,0.091,1892–1892
Woman's Exponent,Margaret Caine,Full name,1,0,1,0,1888–1888
Woman's Exponent,Margaret F. Steele. Neither Of The,Full name,1,0,1,0.03,1896–1896
Woman's Exponent,Margaret Haddock,Full name,1,0,1,0.067,1906–1906
Woman's Exponent,Margaret M. Watson,Full name,1,0,1,0.217,1903–1903
Woman's Exponent,Margaret Stehl,Full name,1,0,1,0.075,1875–1875
Woman's Exponent,Margherita Arlina Hamm,Full name,1,0,1,0.009,1895–1895
Woman's Exponent,Maria Adams,Full name,1,0,1,0.186,1893–1893
Woman's Exponent,Maria Francis,Full name,1,0,1,0.069,1906–1906
Woman's Exponent,Maria Holt,Full name,1,0,1,0.056,1889–1889
Woman's Exponent,Maria Jakeman,Full name,1,0,1,0.121,1893–1893
Woman's Exponent,Maria L. Nebeker,Full name,1,0,1,0.134,1901–1901
Woman's Exponent,Maria L. Sargent,Full name,1,0,1,0.132,1911–1911
Woman's Exponent,Maria M. Miller,Full name,1,0,1,0.121,1879–1879
Woman's Exponent,Maria Mcrae,Full name,1,0,1,0,1880–1880
Woman's Exponent,Maria Mitchell As Professor Of Astronomy,Full name,1,0,1,0,1888–1888
Woman's Exponent,Maria S. Orwig,Full name,1,0,1,0.2,1886–1886
Woman's Exponent,Maria Smith,Full name,1,0,1,0.112,1894–1894
Woman's Exponent,Mariah J. Bryner,Full name,1,0,1,0.154,1907–1907
Woman's Exponent,Mariah Pulsipher Burgess,Full name,1,0,1,0.081,1882–1882
Woman's Exponent,Marian R. Pratt,Full name,1,0,1,0.07,1879–1879
Woman's Exponent,Marie Agnese Walsh,Full name,1,0,1,0.044,1877–1877
Woman's Exponent,Marion Scoles,Full name,1,0,1,0.066,1886–1886
Woman's Exponent,"Marriage,"" Was The Scientific Reply",Full name,1,0,1,0.074,1879–1879
Woman's Exponent,Martha A. Ferrin,Full name,1,0,1,0.051,1891–1891
Woman's Exponent,Martha Bigelow,Full name,1,0,1,0.129,1886–1886
Woman's Exponent,Martha Gledhill,Full name,1,0,1,0.048,1881–1881
Woman's Exponent,Martha H. Tingey,Full name,1,0,1,0.007,1911–1911
